subplot_id,plot_id,analyser_id,analyser_name,position_length,position_width,subplot_number,soil_type_id,soil_type_name,stone_class,permafrost,subplot_nitrogen,total_cover,vegetation_height_1,vegetation_height_2,vegetation_height_3,vegetation_height_4,biomass,subplot_carbon,subplot_ph,soil_depth,soil_temperature_1,soil_temperature_2,topography_id,topography_name,subplot_images,subplot_comments,moisture_id,moisture_name
484,151,7,Sigurður H. Magnússon,NA,NA,7,2,Lífræn jörð,NA,FALSE,NA,80,45,49,40,48,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,1,Flói
485,151,7,Sigurður H. Magnússon,NA,NA,8,2,Lífræn jörð,NA,FALSE,NA,100,44,40,15,11,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,1,Flói
487,152,7,Sigurður H. Magnússon,NA,NA,1,16,Klapparjörð,NA,FALSE,NA,2,0,0,0,0,NA,NA,NA,0,NA,NA,10,Jafnlendi,Yfirlit: 0395  Smáreitur: 0396  Jarðvegssýni:    Auka: 0397,NA,4,Þurrlendi
488,152,7,Sigurður H. Magnússon,NA,NA,2,16,Klapparjörð,NA,FALSE,NA,40,0,2,2,0,NA,NA,NA,0,NA,NA,7,Botn,Yfirlit:    Smáreitur:    Jarðvegssýni:    Auka: 0398,NA,4,Þurrlendi
489,152,7,Sigurður H. Magnússon,NA,NA,3,16,Klapparjörð,NA,FALSE,NA,2,0,0,0,0,NA,NA,NA,0,NA,NA,8,Toppur,Yfirlit:    Smáreitur:    Jarðvegssýni:    Auka: 0399,NA,4,Þurrlendi
490,152,7,Sigurður H. Magnússon,NA,NA,4,16,Klapparjörð,NA,FALSE,NA,7,0,0,0,0,NA,NA,NA,0,NA,NA,10,Jafnlendi,NA,NA,4,Þurrlendi
491,152,7,Sigurður H. Magnússon,NA,NA,5,16,Klapparjörð,NA,FALSE,NA,30,3,0,0,0,NA,NA,NA,0,NA,NA,7,Botn,Yfirlit: 0406  Smáreitur: 0405  Jarðvegssýni:    Auka: 0400,NA,4,Þurrlendi
492,152,7,Sigurður H. Magnússon,NA,NA,6,16,Klapparjörð,NA,FALSE,NA,30,0,0,0,0,NA,NA,NA,0,NA,NA,7,Botn,Yfirlit:    Smáreitur:    Jarðvegssýni:    Auka: 0402,NA,4,Þurrlendi
11194,1401,7,Sigurður H. Magnússon,NA,NA,4,12,Áfoksjörð,NA,FALSE,NA,100,5,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,4,Þurrlendi
442,147,7,Sigurður H. Magnússon,NA,NA,1,12,Áfoksjörð,NA,FALSE,NA,100,12,11,15,8,NA,NA,NA,100,NA,NA,10,Jafnlendi,Yfirlit: 0360  Smáreitur: 0361  Jarðvegssýni: 0362  Auka: ,NA,3,Deiglendi
11195,1401,7,Sigurður H. Magnússon,NA,NA,5,12,Áfoksjörð,NA,FALSE,NA,100,5,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,4,Þurrlendi
11196,1401,7,Sigurður H. Magnússon,NA,NA,6,12,Áfoksjörð,NA,FALSE,NA,100,5,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,4,Þurrlendi
11197,1401,7,Sigurður H. Magnússon,NA,NA,7,12,Áfoksjörð,NA,FALSE,NA,100,15,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,4,Þurrlendi
11198,1401,7,Sigurður H. Magnússon,NA,NA,8,12,Áfoksjörð,NA,FALSE,NA,100,15,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,4,Þurrlendi
11200,1402,7,Sigurður H. Magnússon,NA,NA,1,12,Áfoksjörð,NA,FALSE,NA,100,5,NA,NA,NA,NA,NA,NA,48,NA,NA,10,Jafnlendi,NA,NA,4,Þurrlendi
11201,1402,7,Sigurður H. Magnússon,NA,NA,2,12,Áfoksjörð,NA,FALSE,NA,100,5,NA,NA,NA,NA,NA,NA,100,NA,NA,10,Jafnlendi,NA,NA,4,Þurrlendi
11202,1402,7,Sigurður H. Magnússon,NA,NA,3,12,Áfoksjörð,NA,FALSE,NA,100,5,NA,NA,NA,NA,NA,NA,73,NA,NA,10,Jafnlendi,NA,NA,4,Þurrlendi
11203,1402,7,Sigurður H. Magnússon,NA,NA,4,12,Áfoksjörð,NA,FALSE,NA,100,5,NA,NA,NA,NA,NA,NA,68,NA,NA,10,Jafnlendi,NA,NA,4,Þurrlendi
11204,1402,7,Sigurður H. Magnússon,NA,NA,5,12,Áfoksjörð,NA,FALSE,NA,100,5,NA,NA,NA,NA,NA,NA,53,NA,NA,10,Jafnlendi,NA,NA,4,Þurrlendi
11205,1402,7,Sigurður H. Magnússon,NA,NA,6,12,Áfoksjörð,NA,FALSE,NA,100,5,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,4,Þurrlendi
11206,1402,7,Sigurður H. Magnússon,NA,NA,7,12,Áfoksjörð,NA,FALSE,NA,100,5,NA,NA,NA,NA,NA,NA,50,NA,NA,10,Jafnlendi,NA,NA,4,Þurrlendi
493,152,7,Sigurður H. Magnússon,NA,NA,7,16,Klapparjörð,NA,FALSE,NA,0.5,0,0,0,0,NA,NA,NA,0,NA,NA,9,Hlíð,Yfirlit:    Smáreitur:    Jarðvegssýni:    Auka: 0404,NA,4,Þurrlendi
494,152,7,Sigurður H. Magnússon,NA,NA,8,16,Klapparjörð,NA,FALSE,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,10,Jafnlendi,NA,NA,4,Þurrlendi
11207,1402,7,Sigurður H. Magnússon,NA,NA,8,12,Áfoksjörð,NA,FALSE,NA,100,5,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,4,Þurrlendi
11209,1403,7,Sigurður H. Magnússon,NA,NA,1,2,Lífræn jörð,NA,FALSE,NA,100,5,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,2,Mýri
11210,1403,7,Sigurður H. Magnússon,NA,NA,2,2,Lífræn jörð,NA,FALSE,NA,100,5,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,2,Mýri
4778,628,9,Borgþór Magnússon,NA,NA,7,2,Lífræn jörð,NA,FALSE,NA,100,29,39,45,30,NA,NA,NA,71,NA,NA,10,Jafnlendi,NA,NA,2,Mýri
11211,1403,7,Sigurður H. Magnússon,NA,NA,3,2,Lífræn jörð,NA,FALSE,NA,100,25,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,1,Flói
11212,1403,7,Sigurður H. Magnússon,NA,NA,4,2,Lífræn jörð,NA,FALSE,NA,100,5,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,2,Mýri
11213,1403,7,Sigurður H. Magnússon,NA,NA,5,2,Lífræn jörð,NA,FALSE,NA,100,15,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,2,Mýri
11214,1403,7,Sigurður H. Magnússon,NA,NA,6,2,Lífræn jörð,NA,FALSE,NA,100,15,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,2,Mýri
17776,2109,24,Ásrún Elmarsdóttir,NA,NA,0,NA,NA,NA,FALSE,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11215,1403,7,Sigurður H. Magnússon,NA,NA,7,2,Lífræn jörð,NA,FALSE,NA,100,15,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,2,Mýri
11216,1403,7,Sigurður H. Magnússon,NA,NA,8,2,Lífræn jörð,NA,FALSE,NA,100,15,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,2,Mýri
17775,2108,24,Ásrún Elmarsdóttir,NA,NA,0,NA,NA,NA,FALSE,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11218,1404,7,Sigurður H. Magnússon,NA,NA,1,12,Áfoksjörð,NA,FALSE,NA,95,5,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,3,Deiglendi
11219,1404,7,Sigurður H. Magnússon,NA,NA,2,2,Lífræn jörð,NA,FALSE,NA,100,5,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,3,Deiglendi
510,154,7,Sigurður H. Magnússon,NA,NA,6,2,Lífræn jörð,NA,FALSE,NA,100,22,13,54,38,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,4,Þurrlendi
511,154,7,Sigurður H. Magnússon,NA,NA,7,2,Lífræn jörð,NA,FALSE,NA,100,26,27,8,8,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,4,Þurrlendi
512,154,7,Sigurður H. Magnússon,NA,NA,8,2,Lífræn jörð,NA,FALSE,NA,100,12,12,20,13,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,4,Þurrlendi
11220,1404,7,Sigurður H. Magnússon,NA,NA,3,2,Lífræn jörð,NA,FALSE,NA,100,15,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,3,Deiglendi
11221,1404,7,Sigurður H. Magnússon,NA,NA,4,2,Lífræn jörð,NA,FALSE,NA,100,5,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,3,Deiglendi
11222,1404,7,Sigurður H. Magnússon,NA,NA,5,2,Lífræn jörð,NA,FALSE,NA,100,5,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,2,Mýri
11223,1404,7,Sigurður H. Magnússon,NA,NA,6,2,Lífræn jörð,NA,FALSE,NA,100,15,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,2,Mýri
11224,1404,7,Sigurður H. Magnússon,NA,NA,7,2,Lífræn jörð,NA,FALSE,NA,100,5,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,2,Mýri
11225,1404,7,Sigurður H. Magnússon,NA,NA,8,2,Lífræn jörð,NA,FALSE,NA,100,5,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,2,Mýri
11227,1405,7,Sigurður H. Magnússon,NA,NA,1,2,Lífræn jörð,NA,FALSE,NA,100,5,NA,NA,NA,NA,NA,NA,103,NA,NA,10,Jafnlendi,NA,NA,2,Mýri
74,24,24,Ásrún Elmarsdóttir,NA,NA,1,2,Lífræn jörð,NA,FALSE,NA,95,14,22,6,7,NA,NA,NA,10,21.2,20.8,10,Jafnlendi,NA,NA,3,Deiglendi
17787,2119,24,Ásrún Elmarsdóttir,NA,NA,0,NA,NA,NA,FALSE,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
523,156,7,Sigurður H. Magnússon,NA,NA,1,2,Lífræn jörð,NA,FALSE,NA,100,22,19,25,23,NA,NA,NA,115,NA,NA,10,Jafnlendi,Yfirlit: 0443  Smáreitur: 0444  Jarðvegssýni: 0445  Auka: ,NA,2,Mýri
524,156,7,Sigurður H. Magnússon,NA,NA,2,2,Lífræn jörð,NA,FALSE,NA,100,24,17,4,7,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,2,Mýri
525,156,7,Sigurður H. Magnússon,NA,NA,3,2,Lífræn jörð,NA,FALSE,NA,100,12,29,27,27,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,2,Mýri
526,156,7,Sigurður H. Magnússon,NA,NA,4,2,Lífræn jörð,NA,FALSE,NA,100,7,4,22,19,NA,NA,NA,75,NA,NA,10,Jafnlendi,NA,NA,2,Mýri
527,156,7,Sigurður H. Magnússon,NA,NA,5,2,Lífræn jörð,NA,FALSE,NA,100,12,16,16,14,NA,NA,NA,75,NA,NA,10,Jafnlendi,Yfirlit: 0448  Smáreitur: 0446  Jarðvegssýni: 0447  Auka: ,NA,2,Mýri
528,156,7,Sigurður H. Magnússon,NA,NA,6,2,Lífræn jörð,NA,FALSE,NA,100,29,29,27,27,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,2,Mýri
529,156,7,Sigurður H. Magnússon,NA,NA,7,2,Lífræn jörð,NA,FALSE,NA,100,20,21,24,34,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,2,Mýri
530,156,7,Sigurður H. Magnússon,NA,NA,8,2,Lífræn jörð,NA,FALSE,NA,100,22,24,11,15,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,2,Mýri
17790,2120,24,Ásrún Elmarsdóttir,NA,NA,0,NA,NA,NA,FALSE,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,157,7,Sigurður H. Magnússon,NA,NA,1,2,Lífræn jörð,NA,FALSE,NA,95,33,29,52,49,NA,NA,NA,115,NA,NA,10,Jafnlendi,Yfirlit: 0449  Smáreitur: 0450  Jarðvegssýni: 0451  Auka: ,NA,1,Flói
533,157,7,Sigurður H. Magnússon,NA,NA,2,2,Lífræn jörð,NA,FALSE,NA,100,29,28,23,24,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,1,Flói
534,157,7,Sigurður H. Magnússon,NA,NA,3,2,Lífræn jörð,NA,FALSE,NA,95,25,21,17,25,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,1,Flói
535,157,7,Sigurður H. Magnússon,NA,NA,4,2,Lífræn jörð,NA,FALSE,NA,100,35,36,24,32,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,1,Flói
536,157,7,Sigurður H. Magnússon,NA,NA,5,2,Lífræn jörð,NA,FALSE,NA,100,34,42,25,32,NA,NA,NA,115,NA,NA,10,Jafnlendi,Yfirlit: 0454  Smáreitur: 0452  Jarðvegssýni: 0453  Auka: ,NA,1,Flói
537,157,7,Sigurður H. Magnússon,NA,NA,6,2,Lífræn jörð,NA,FALSE,NA,100,31,30,23,25,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,1,Flói
538,157,7,Sigurður H. Magnússon,NA,NA,7,2,Lífræn jörð,NA,FALSE,NA,100,39,43,40,48,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,1,Flói
539,157,7,Sigurður H. Magnússon,NA,NA,8,2,Lífræn jörð,NA,FALSE,NA,100,39,45,51,43,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,1,Flói
17791,2121,24,Ásrún Elmarsdóttir,NA,NA,0,NA,NA,NA,FALSE,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11228,1405,7,Sigurður H. Magnússon,NA,NA,2,2,Lífræn jörð,NA,FALSE,NA,100,25,NA,NA,NA,NA,NA,NA,100,NA,NA,10,Jafnlendi,NA,NA,2,Mýri
11229,1405,7,Sigurður H. Magnússon,NA,NA,3,2,Lífræn jörð,NA,FALSE,NA,100,15,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,2,Mýri
11230,1405,7,Sigurður H. Magnússon,NA,NA,4,2,Lífræn jörð,NA,FALSE,NA,100,25,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,2,Mýri
11231,1405,7,Sigurður H. Magnússon,NA,NA,5,2,Lífræn jörð,NA,FALSE,NA,100,15,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,2,Mýri
11232,1405,7,Sigurður H. Magnússon,NA,NA,6,2,Lífræn jörð,NA,FALSE,NA,100,15,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,2,Mýri
11233,1405,7,Sigurður H. Magnússon,NA,NA,7,2,Lífræn jörð,NA,FALSE,NA,100,25,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,2,Mýri
17792,2122,24,Ásrún Elmarsdóttir,NA,NA,0,NA,NA,NA,FALSE,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11234,1405,7,Sigurður H. Magnússon,NA,NA,8,2,Lífræn jörð,NA,FALSE,NA,100,15,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,2,Mýri
17793,2123,24,Ásrún Elmarsdóttir,NA,NA,0,NA,NA,NA,FALSE,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11236,1406,7,Sigurður H. Magnússon,NA,NA,1,12,Áfoksjörð,NA,FALSE,NA,98,5,NA,NA,NA,NA,NA,NA,78,NA,NA,10,Jafnlendi,NA,NA,4,Þurrlendi
11237,1406,7,Sigurður H. Magnússon,NA,NA,2,12,Áfoksjörð,NA,FALSE,NA,100,5,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,4,Þurrlendi
11238,1406,7,Sigurður H. Magnússon,NA,NA,3,12,Áfoksjörð,NA,FALSE,NA,99,5,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,4,Þurrlendi
11239,1406,7,Sigurður H. Magnússon,NA,NA,4,12,Áfoksjörð,NA,FALSE,NA,100,5,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,4,Þurrlendi
11240,1406,7,Sigurður H. Magnússon,NA,NA,5,12,Áfoksjörð,NA,FALSE,NA,100,5,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,4,Þurrlendi
11241,1406,7,Sigurður H. Magnússon,NA,NA,6,12,Áfoksjörð,NA,FALSE,NA,100,5,NA,NA,NA,NA,NA,NA,93,NA,NA,10,Jafnlendi,NA,NA,4,Þurrlendi
11242,1406,7,Sigurður H. Magnússon,NA,NA,7,12,Áfoksjörð,NA,FALSE,NA,100,5,NA,NA,NA,NA,NA,NA,115,NA,NA,10,Jafnlendi,NA,NA,4,Þurrlendi
