id,plot_number,area,field_date,plot_size_id,plot_size_width,plot_size_length,subplot_size_id,subplot_size_width,subplot_size_length,subplot_group_scale_id,group_scale_name,subplot_taxon_scale_id,taxon_scale_name,project_id,project_name,project_number,project_descrtiption,plot_area,slope,slope_aspect,coordinates_1,longitude_1,latitude_1,longitude_2,coordinates_2,latitude_2,altitude,precipitation,temperature_year,temperature_january,temperature_july,nitrogen,carbon,ph,images,plant_community_1_id,plant_community_1_code,plant_community_1_name,plant_community_2_id,plant_community_2_code,plant_community_2_name,plant_community_3_id,plant_community_3_code,plant_community_3_name,plant_community_cover,plant_community_other,surface_type_id,surface_type_code,surface_type_name,comments,habitat_type_id,habitat_type_name,insert_user
3029,RN-05-02,Reykjanes,2023-07-28,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,28,Vöktun náttúruverndarsvæða,13098,"Vöktun náttúruverndarsvæða vegna álags af völdum ferðamanna. UAR, hefst í júní 2019 og fyrsta vöktun í felti 2020.",400,NA,NA,NA,-22.524549,63.86904101,-22.52487002,NA,63.86937998,NA,NA,NA,NA,NA,NA,NA,NA,IMG_6112 - IMG_6121 og IMG_6126 - IMG_6128,1,A1,Mosses (Racomitrium spp.),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mjög gróft hraun, laust í sér. Mosi einkennandi. Margar tegundir utan reita, skráðar með commenti í reit 6.

Yfirlitsmyndir (IMG_6112 - IMG_6121 og IMG_6126 - IMG_6128) :
http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Sudvesturland/Reykjanes/RN-05-02/ ",39,Mosahraunavist,nsv.sigrdur
1344,M1-D,Vesturland,2004-07-26,6,2,50,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,5,Skógvist,5495,Gögnum aflað 2002 og 2004. Einnig á hluta sniða 2015.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kjartan
1345,M1-E,Vesturland,2004-07-26,6,2,50,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,5,Skógvist,5495,Gögnum aflað 2002 og 2004. Einnig á hluta sniða 2015.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kjartan
3028,RN-24-03,Reykjanes,2023-07-28,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,28,Vöktun náttúruverndarsvæða,13098,"Vöktun náttúruverndarsvæða vegna álags af völdum ferðamanna. UAR, hefst í júní 2019 og fyrsta vöktun í felti 2020.",400,NA,NA,NA,-22.72904103,63.81869897,-22.72830996,NA,63.81881497,NA,NA,NA,NA,NA,NA,NA,NA,IMG_6067 - IMG_6081,5,A5,Mosses with grasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sandur við strönd og hraun í kring. Mikið af geldingahnappi. Tegundir utan reita eru skráðar með commenti í reit 6. 

Yfirlitsmyndir (IMG_6067 - IMG_6081) :
http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Sudvesturland/Reykjanes/RN-24-03/",37,Eyðihraunavist,nsv.sigrdur
2855,OAZO20193,Hveravellir,2019-07-09,NA,NA,NA,7,25,25,1,Braun-Blanquet,1,Braun-Blanquet,24,Vöktun válistaplantna,2870,Vöktun válistaplantna byggð á eyðublöðum Pawels frá árinu 2019,18400,NA,NA,0101000020E6100000884CF910548D33C098874CF910375040,-19.552064,64.860411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H:\LJOSMYNDIR\Starri_Heidmarsson\2019_voktun_2870\a-IMG_8406.jpg;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gamalt hverasvæði, bæði hlýtt og nánast án jarðhitaáhrifa. Mismunandi gróðurlendi, mjög blóðbergsríkt en líka krækilyng og meiri mosi.",NA,NA,starri
2856,OAZO20191,Hveravellir,2019-07-09,NA,NA,NA,7,25,25,1,Braun-Blanquet,1,Braun-Blanquet,24,Vöktun válistaplantna,2870,Vöktun válistaplantna byggð á eyðublöðum Pawels frá árinu 2019,NA,NA,NA,0101000020E610000090662C9ACE8E33C0567DAEB662375040,-19.55784,64.8654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Small tussocks of vegitation on hi temp area O. azoricum is abundant in sore svoll tussocks <1m2
",NA,NA,starri
2857,OAZO94,Hveravellir,2019-07-09,NA,NA,NA,7,25,25,1,Braun-Blanquet,1,Braun-Blanquet,24,Vöktun válistaplantna,2870,Vöktun válistaplantna byggð á eyðublöðum Pawels frá árinu 2019,300,NA,NA,0101000020E6100000BA4E232D958F33C0213CDA3862375040,-19.56087,64.86537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Efst á hverasvæðinu. Gamlir, að hluta, kulnaðir hverir og gamalt hverahrúður. Naðurtungan óx einkum í graslendi en var ekki á gamla hverahrúðrinu.",NA,NA,ella
1810,HG01,Heygil,2009-08-12,5,10,10,6,100,100,5,Hults-Sernander ,5,Hults-Sernander ,13,Heygil-Gróðurframvinda ,7204,Í umsjón Sigurðar H. Magnússonar. ,NA,NA,NA,0101000020E61000004A7A185A9DF433C09C69C2F693195040,-19.955526,64.399656,NA,NA,NA,NA,NA,NA,NA,NA,0.278246790560349,3.96271361883465,5.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kjartan
1811,HG02,Heygil,2009-08-13,5,10,10,6,100,100,5,Hults-Sernander ,5,Hults-Sernander ,13,Heygil-Gróðurframvinda ,7204,Í umsjón Sigurðar H. Magnússonar. ,NA,NA,NA,0101000020E6100000967B8159A1F433C059F8FA5A97195040,-19.955587,64.399863,NA,NA,NA,NA,NA,NA,NA,NA,0.246170623481773,4.05600756340706,5.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kjartan
1650,G20-3,Grænifjallgarður,2001-08-11,1,2,200,2,33,100,1,Braun-Blanquet,6,Þekjuflokkar-snið,12,Vistgerdir á miðhálendi,2872,Gögnum var aflað 1999-2004. Unnið í tengslum við fyrri Rammaáætlun ríkisstjórnar Íslands. ,NA,NA,NA,0101000020E6100000145CACA8C1A432C02C9FE57970055040,-18.64358,64.08499,-18.6462,0101000020E6100000DAACFA5C6DA532C0857CD0B359055040,64.0836,671,NA,NA,NA,NA,NA,0.0270684371807967,6.8575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fremur einsleitt en inn á milli eru smá ræmur án stórgrjótsins, þ.e.söndugra.  GRÓSKA: Lítið  FJÖLBREYTNI GRÓÐURS : Mjög fábreytt  ÁBERANDI TEGUNDIR: Ólafssúra, arm mar, poa alp SJALDGÆFAR TEGUNDIR:  BEIT:  LANDSLAG: Mikill halli YFIRBORÐ:  ROF:  JARÐVATNSRENNSLI: JARÐVEGUR:  FUGLAR:  ANNAÐ: Snið liggur til SV. Hallinn er til vesturs. Sniðið liggur í grýttu landi en neðan við er hreinn sandur. Á sniði 20-4 heyrist í sólskríkju. (1) Stak LM. Engar teg bættust inn í staki. Kletturinn rís upp úr hæðinni og sandinum. LJÓSMYNDIR: ",22,Sanda- og vikravist,kjartan
1651,G20-4,Grænifjallgarður,2001-08-11,1,2,200,2,33,100,1,Braun-Blanquet,6,Þekjuflokkar-snið,12,Vistgerdir á miðhálendi,2872,Gögnum var aflað 1999-2004. Unnið í tengslum við fyrri Rammaáætlun ríkisstjórnar Íslands. ,NA,NA,NA,0101000020E610000010069E7B0F9F32C08B1A4CC3F0055040,-18.62133,64.09282,-18.62018,0101000020E61000001FA2D11DC49E32C08E75711B0D065040,64.09455,643,NA,NA,NA,NA,NA,0.0171092951991828,7.0125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mjög einsleitt  GRÓSKA: Mjög lítið  FJÖLBREYTNI GRÓÐURS : Lítill  ÁBERANDI TEGUNDIR:  SJALDGÆFAR TEGUNDIR:  BEIT:  LANDSLAG:  YFIRBORÐ:  ROF: Mikil hreyfing á jarðvegi JARÐVATNSRENNSLI: JARÐVEGUR:  FUGLAR:  ANNAÐ: Það sem einkennir vistina eru sandar með oft miklum vikri. Sniðið liggur til norðurs og hallar. Stak (1) Klettar í hæðum, axhæra, melskriðnablóm, fest viv, vegarfi, poa glauca, þúfusteinbrjótur, holurt, arm mar, hvítmaðra, vetrarblóm, grávíðir, grasvíðir. LM 31, Upp á fjallstindum er mosabreiður. Ég safnaði mosum sérstaklega úr stakinu. Stakið er ekki hluti af sniðinu, þ.e. sama á við 20-7. LJÓSMYNDIR: ",135,Grasmelavist,kjartan
1628,G15-3,Grænifjallgarður,2001-08-11,1,2,200,2,33,100,1,Braun-Blanquet,6,Þekjuflokkar-snið,12,Vistgerdir á miðhálendi,2872,Gögnum var aflað 1999-2004. Unnið í tengslum við fyrri Rammaáætlun ríkisstjórnar Íslands. ,NA,NA,NA,0101000020E6100000BA4E232D95B732C09C6D6E4C4F005040,-18.71712,64.00484,-18.71972,0101000020E6100000F146E6913FB832C0F54A598638005040,64.00345,748,NA,NA,NA,NA,NA,0.44804290100277,6.6375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gróður með fjallabrag. Klappir í meirihluta - ætti að flokkast sem grjót. Jarðvegur blautur (sjá gróður) klöpp heldur uppi vatni. * Allar dýptartölur sýna dýpt á klöpp.Einsleitt  GRÓSKA: Lítið  FJÖLBREYTNI GRÓÐURS : Fábreytt  ÁBERANDI TEGUNDIR: Mosinn (rac erico) ásamt arm mar, salix herb, luzu spi, fes viv, lambagras, vetrarblóm SJALDGÆFAR TEGUNDIR:  BEIT:  LANDSLAG: Sniðið gengur upp á ávala hæð YFIRBORÐ: Grýtt yfirborð með smærri steinvölum inn á milli ROF:  JARÐVATNSRENNSLI: JARÐVEGUR:  FUGLAR:  ANNAÐ: Gróðurkort: Þetta var flokkað sem melar en réttara væri líkl.að tala um klappir. Á sniðinu er þó nokkuð af klöppum og smágrýtið eru smávölur. Hins vegar er allra smæsta grjótið malarlegt (rúnaðir steinar) en það þekur smæsta hluta yfirborðsins. Sigurði finnst að kalla ætti þetta grjót eða a.m.k. blanda grjóts og mels. Á köflum er þetta blautt. LJÓSMYNDIR: ",22,Sanda- og vikravist,kjartan
1129,HA-1-2,Hágöngur,2006-08-14,NA,NA,NA,4,0,0,4,Þekjuflokkar-flákar,4,Þekjuflokkar-flákar,4,Verndargildi háhitasvæða,2868,"Gögnum afla á árunum 2005-2008, unnið í tengslum við Rammaáætlun.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,kjartan
1133,HV-1-14b,Hveravellir,2005-08-12,NA,NA,NA,4,0,0,4,Þekjuflokkar-flákar,4,Þekjuflokkar-flákar,4,Verndargildi háhitasvæða,2868,"Gögnum afla á árunum 2005-2008, unnið í tengslum við Rammaáætlun.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gerður var háplöntulisti og mosasýni (merkt R 1-14a) tekin af bökkunum en (R 1-14b) úr ánni sjálfri,NA,NA,kjartan
1134,KV-3-3c,Krýsuvík,2005-09-02,NA,NA,NA,4,0,0,4,Þekjuflokkar-flákar,4,Þekjuflokkar-flákar,4,Verndargildi háhitasvæða,2868,"Gögnum afla á árunum 2005-2008, unnið í tengslum við Rammaáætlun.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,kjartan
2867,CPALI22019,"Hvammur, Eyjafjöllum",2019-07-31,NA,NA,NA,7,25,25,1,Braun-Blanquet,1,Braun-Blanquet,24,Vöktun válistaplantna,2870,Vöktun válistaplantna byggð á eyðublöðum Pawels frá árinu 2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grösugt; loðgreni, bugðup., ilmreyr + blágreni, brennisóley, hlíðamaríustakkur	",NA,NA,ella
1357,G3-B,Vesturland,2004-07-29,6,2,50,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,5,Skógvist,5495,Gögnum aflað 2002 og 2004. Einnig á hluta sniða 2015.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kjartan
2858,OAZO20192,Hveravellir,2019-07-09,NA,NA,NA,7,25,25,1,Braun-Blanquet,1,Braun-Blanquet,24,Vöktun válistaplantna,2870,Vöktun válistaplantna byggð á eyðublöðum Pawels frá árinu 2019,1360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gamalt hverasvæði allheitur jarðvegur skptist á vel gróið og (autt) ógróið,NA,NA,ella
3036,KKB39,NA,2023-07-21,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,28,Vöktun náttúruverndarsvæða,13098,"Vöktun náttúruverndarsvæða vegna álags af völdum ferðamanna. UAR, hefst í júní 2019 og fyrsta vöktun í felti 2020.",NA,NA,NA,0101000020E6100000A795422097982FC0BF0CC68844355040,NA,NA,NA,0101000020E6100000CC99ED0A7D982FC0E012807F4A355040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,Lyngmóavist á hálendi,na.margret
2868,HWIL1,"Deildarárgil, Mýrdal",2019-08-01,NA,NA,NA,7,25,25,1,Braun-Blanquet,1,Braun-Blanquet,24,Vöktun válistaplantna,2870,Vöktun válistaplantna byggð á eyðublöðum Pawels frá árinu 2019,12347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Area:Rétt við mynni gilsins þar sem skógrækt endar við Skammadalshól).
Steinn alveg við og vestur við Deildará. Steinninn er þar sem síðustu be??réin eru. Steininn er mosavaxinn en ýmsar æðpl. hafa náð þar rótfestu eins og ætihvönn, gul??, undafífill, ljónslappi, beitilyng. Blöðóttur mosi (plaziomnium sp)neðst á steininum norðanverðum, alveg við grasið.
Mynd næsr 105-66 ??, mynd fjær 105,67 ",NA,NA,ella
3037,G03-3,NA,2023-07-17,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,28,Vöktun náttúruverndarsvæða,13098,"Vöktun náttúruverndarsvæða vegna álags af völdum ferðamanna. UAR, hefst í júní 2019 og fyrsta vöktun í felti 2020.",NA,NA,NA,NA,-18.656732,64.115677,-18.657501,NA,64.1157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Starfsmenn: Anna Björg Sigfúsdóttir, Álfur Birkir Bjarnason og Guðrún Óskarsdóttir",31,Eyravist,nattsa.alfur
3035,G03-1,NA,2023-07-17,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,28,Vöktun náttúruverndarsvæða,13098,"Vöktun náttúruverndarsvæða vegna álags af völdum ferðamanna. UAR, hefst í júní 2019 og fyrsta vöktun í felti 2020.",NA,NA,NA,NA,-18.656424,64.115077,-18.655615,NA,64.114986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Starfsmenn: Anna Björg Sigfúsdóttir, Álfur Birkir Bjarnason og Guðrún Óskarsdóttir",31,Eyravist,nattsa.alfur
3039,G20-3,NA,2023-07-18,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,28,Vöktun náttúruverndarsvæða,13098,"Vöktun náttúruverndarsvæða vegna álags af völdum ferðamanna. UAR, hefst í júní 2019 og fyrsta vöktun í felti 2020.",NA,NA,NA,NA,-18.643629,64.08498,-18.64414,NA,64.084698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Starfsmenn: Anna Björg Sigfúsdóttir, Álfur Birkir Bjarnason og Guðrún Óskarsdóttir",22,Sanda- og vikravist,nattsa.alfur
3040,G20-4,NA,2023-07-17,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,28,Vöktun náttúruverndarsvæða,13098,"Vöktun náttúruverndarsvæða vegna álags af völdum ferðamanna. UAR, hefst í júní 2019 og fyrsta vöktun í felti 2020.",NA,NA,NA,NA,-18.621352,64.092821,-18.621247,NA,64.093182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skriða, rásir vegna leysinga
Starfsmenn: Anna Björg Sigfúsdóttir, Álfur Birkir Bjarnason og Guðrún Óskarsdóttir",22,Sanda- og vikravist,nattsa.alfur
3042,MS-42-03,NA,2023-07-03,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,28,Vöktun náttúruverndarsvæða,13098,"Vöktun náttúruverndarsvæða vegna álags af völdum ferðamanna. UAR, hefst í júní 2019 og fyrsta vöktun í felti 2020.",NA,NA,NA,0101000020E61000007AA52C431C6B30C025E99AC937935040,NA,NA,NA,0101000020E61000006C04E275FD6A30C0EC866D8B32935040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Þýft og deigt gróðurlendi með fjalldrapa, lynggróðri, grösum og störum. Einnig klófífa og mikill mosi í sverði",169,Runnamýravist á hálendi,nna.stella
3043,MS-30-02,NA,2023-07-03,2,10,40,2,33,100,1,Braun-Blanquet,1,Braun-Blanquet,28,Vöktun náttúruverndarsvæða,13098,"Vöktun náttúruverndarsvæða vegna álags af völdum ferðamanna. UAR, hefst í júní 2019 og fyrsta vöktun í felti 2020.",NA,NA,NA,0101000020E610000053AEF02E17D12FC08DB454DE8E9A5040,NA,NA,NA,0101000020E61000006C04E275FD6A30C0EC866D8B32935040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mosagróið hraunlendi, mikil grýtni á yfirbotði. Lynggróður, fléttur, grös, hærur og þursaskegg",40,Lynghraunavist,nna.stella
